,volatile acidity,residual sugar,chlorides,total sulfur dioxide,density,alcohol,quality
2688,0.19,11.2,0.061,149.0,0.99772,9.3,6
2689,0.18,7.1,0.040999999999999995,110.0,0.9965200000000001,9.2,6
2690,0.3,3.3,0.040999999999999995,124.0,0.9942799999999999,9.3,6
2691,0.28,10.3,0.03,108.0,0.9938799999999999,10.7,6
2692,0.31,1.2,0.024,166.0,0.99208,9.8,6
2693,0.23,1.6,0.036000000000000004,143.0,0.99256,10.3,6
2694,0.28,10.3,0.03,108.0,0.9938799999999999,10.7,6
2695,0.23,9.65,0.025,121.0,0.9925,11.3,6
2696,0.22,16.4,0.048,182.0,0.9990399999999999,8.8,6
2697,0.18,1.5,0.043,104.0,0.99216,10.8,5
2698,0.31,1.2,0.024,166.0,0.99208,9.8,6
2699,0.3,3.3,0.040999999999999995,124.0,0.9942799999999999,9.3,6
2700,0.46,5.0,0.027000000000000003,72.0,0.99165,11.5,7
2701,0.23,16.3,0.038,133.0,0.99924,8.8,5
2702,0.23,16.3,0.038,133.0,0.99924,8.8,5
2703,0.23,16.3,0.038,133.0,0.99924,8.8,5
2704,0.26,6.5,0.17,201.0,0.9956,9.4,6
2705,0.26,6.4,0.171,200.0,0.9956200000000001,9.4,6
2706,0.28,10.2,0.045,209.0,0.9972,9.6,6
2707,0.23,16.3,0.038,133.0,0.99924,8.8,5
2708,0.23,7.4,0.044000000000000004,189.0,0.9958,9.3,6
2709,0.25,13.7,0.044000000000000004,184.0,0.99976,8.9,5
2710,0.25,13.7,0.044000000000000004,184.0,0.99976,8.9,5
2711,0.2,1.3,0.049,155.0,0.9929600000000001,10.0,5
2712,0.21,7.4,0.045,182.0,0.9957,9.1,5
2713,0.23,7.4,0.044000000000000004,189.0,0.9958,9.3,6
2714,0.24,7.45,0.043,188.0,0.99579,9.4,6
2715,0.25,7.2,0.04,179.0,0.99541,10.1,6
2716,0.25,13.7,0.044000000000000004,184.0,0.99976,8.9,5
2717,0.16,10.4,0.046,143.0,0.99518,10.8,6
2718,0.28,1.1,0.027999999999999997,69.0,0.9916799999999999,10.0,6
2719,0.18,6.5,0.028999999999999998,160.0,0.9927600000000001,10.9,6
2720,0.26,4.6,0.027000000000000003,92.0,0.99085,12.0,7
2721,0.37,13.9,0.043,171.0,0.9987299999999999,9.3,5
2722,0.4,5.2,0.03,101.0,0.99172,12.3,7
2723,0.26,1.7,0.038,129.0,0.9931200000000001,10.4,6
2724,0.18,6.5,0.028999999999999998,160.0,0.9927600000000001,10.9,6
2725,0.23,16.4,0.045,153.0,0.9972,10.5,5
2726,0.2,3.6,0.036000000000000004,91.0,0.9927799999999999,9.8,6
2727,0.17,1.5,0.040999999999999995,121.0,0.99092,10.5,6
2728,0.35,12.4,0.051,213.0,0.9962,9.9,6
2729,0.29,1.7,0.035,79.0,0.9905299999999999,11.4,7
2730,0.3,6.2,0.06,190.0,0.9985799999999999,9.2,5
2731,0.51,6.2,0.051,173.0,0.9984,9.7,5
2732,0.51,2.6,0.049,135.0,0.99335,10.0,5
2733,0.29,1.7,0.035,79.0,0.9905299999999999,11.4,7
2734,0.29,9.3,0.048,141.0,0.9949,10.3,6
2735,0.35,12.4,0.051,213.0,0.9962,9.9,6
2736,0.17,1.5,0.040999999999999995,121.0,0.99092,10.5,6
2737,0.2,9.1,0.047,95.0,0.9953200000000001,9.8,7
2738,0.615,12.0,0.067,131.0,0.9972700000000001,9.3,5
2739,0.32,4.8,0.034,100.0,0.99026,12.4,7
2740,0.2,12.3,0.048,145.0,0.9966799999999999,9.3,6
2741,0.615,12.0,0.067,131.0,0.9972700000000001,9.3,5
2742,0.23,2.7,0.048,165.0,0.9952,9.5,6
2743,0.27,3.6,0.034,45.0,0.99144,10.5,6
2744,0.27,3.6,0.034,45.0,0.99144,10.5,6
2745,0.44,4.3,0.032,99.0,0.99015,12.8,7
2746,0.34,1.8,0.045,142.0,0.9914,10.8,6
2747,0.26,11.8,0.057,127.0,0.9969299999999999,10.0,6
2748,0.17,1.8,0.045,170.0,0.99035,11.8,8
2749,0.26,11.8,0.057,127.0,0.9969299999999999,10.0,6
2750,0.17,1.8,0.045,170.0,0.99035,11.8,8
2751,0.17,1.4,0.036000000000000004,108.0,0.99006,12.0,6
2752,0.43,6.6,0.025,138.0,0.99126,12.6,6
2753,0.315,1.55,0.026000000000000002,70.0,0.9899399999999999,11.9,8
2754,0.17,0.7,0.027000000000000003,28.0,0.98985,10.6,5
2755,0.34,6.4,0.08199999999999999,240.0,0.9971,9.2,5
2756,0.33,11.8,0.059000000000000004,240.0,0.99882,10.0,6
2757,0.12,4.3,0.038,97.0,0.99477,9.2,5
2758,0.13,5.1,0.039,103.0,0.9947799999999999,9.3,6
2759,0.18,5.8,0.055,144.0,0.9957600000000001,10.2,6
2760,0.16,5.9,0.054000000000000006,148.0,0.9957799999999999,10.2,6
2761,0.26,1.3,0.06,154.0,0.99354,8.7,5
2762,0.32,1.4,0.05,163.0,0.99244,10.7,5
2763,0.3,1.2,0.048,119.0,0.9908399999999999,12.1,6
2764,0.16,7.4,0.05,152.0,0.9961200000000001,9.5,6
2765,0.27,10.8,0.027999999999999997,118.0,0.99356,11.2,6
2766,0.16,1.8,0.034,95.0,0.9895200000000001,12.0,6
2767,0.16,7.4,0.05,152.0,0.9961200000000001,9.5,6
2768,0.3,1.2,0.048,119.0,0.9908399999999999,12.1,6
2769,0.32,1.4,0.05,163.0,0.99244,10.7,5
2770,0.44,14.4,0.048,228.0,0.99955,8.8,7
2771,0.2,1.7,0.052000000000000005,135.0,0.99374,10.8,6
2772,0.29,3.6,0.026000000000000002,138.0,0.9892,13.1,7
2773,0.39,3.6,0.035,93.0,0.99144,12.5,7
2774,0.36,10.05,0.045,131.0,0.9935200000000001,11.7,8
2775,0.36,10.05,0.045,131.0,0.9935200000000001,11.7,8
2776,0.36,10.5,0.045,135.0,0.9935,11.6,8
2777,0.2,1.9,0.043,111.0,0.9923700000000001,11.3,6
2778,0.39,3.6,0.035,93.0,0.99144,12.5,7
2779,0.2,1.65,0.025,103.0,0.9902200000000001,11.4,5
2780,0.235,1.9,0.036000000000000004,117.0,0.9903200000000001,12.2,5
2781,0.965,65.8,0.07400000000000001,160.0,1.03898,11.7,6
2782,0.2,6.85,0.053,211.0,0.99587,10.4,6
2783,0.2,7.4,0.053,211.0,0.99587,10.4,6
2784,0.2,7.4,0.053,211.0,0.99587,10.4,6
2785,0.24,20.2,0.083,157.0,0.99976,9.1,5
2786,0.3,11.0,0.034,70.0,0.99354,12.2,6
2787,0.24,20.2,0.083,157.0,0.99976,9.1,5
2788,0.4,6.2,0.066,176.0,0.9955200000000001,9.4,5
2789,0.4,6.2,0.065,178.0,0.9955200000000001,9.4,5
2790,0.2,6.85,0.053,211.0,0.99587,10.4,6
2791,0.25,8.0,0.047,189.0,0.9960399999999999,9.2,5
2792,0.26,8.2,0.046,183.0,0.99584,9.4,5
2793,0.37,2.2,0.033,107.0,0.9889399999999999,13.5,7
2794,0.35,10.1,0.053,151.0,0.9963,9.4,5
2795,0.22,7.2,0.027999999999999997,83.0,0.993,10.9,8
2796,0.37,2.2,0.033,107.0,0.9889399999999999,13.5,7
2797,0.35,10.1,0.053,151.0,0.9963,9.4,5
2798,0.31,1.6,0.036000000000000004,114.0,0.9906799999999999,11.4,7
2799,0.16,1.3,0.036000000000000004,125.0,0.98964,12.4,7
2800,0.25,8.0,0.047,189.0,0.9960399999999999,9.2,5
2801,0.26,8.2,0.046,183.0,0.99584,9.4,5
2802,0.15,5.3,0.038,79.0,0.9923,10.5,6
2803,0.15,14.0,0.031,99.0,0.9943700000000001,11.5,8
2804,0.22,7.2,0.027999999999999997,83.0,0.993,10.9,8
2805,0.2,1.6,0.04,123.0,0.9923799999999999,10.8,6
2806,0.17,11.8,0.038,148.0,0.9980100000000001,8.9,5
2807,0.18,9.6,0.039,151.0,0.99802,8.9,5
2808,0.27,6.1,0.042,184.0,0.99566,9.4,6
2809,0.32,2.7,0.049,153.0,0.99067,12.2,7
2810,0.26,3.6,0.025,100.0,0.99066,12.1,7
2811,0.3,1.7,0.03,128.0,0.9929,10.9,5
2812,0.16,1.6,0.026000000000000002,109.0,0.9934,10.1,6
2813,0.32,2.7,0.049,153.0,0.99067,12.2,7
2814,0.19,1.0,0.032,71.0,0.9891200000000001,13.0,7
2815,0.36,0.9,0.038,72.0,0.99066,11.0,5
2816,0.17,1.6,0.052000000000000005,126.0,0.9922799999999999,10.8,5
2817,0.19,1.0,0.032,71.0,0.9891200000000001,13.0,7
2818,0.11,10.6,0.052000000000000005,148.0,0.9958,9.3,4
2819,0.21,2.0,0.042,123.0,0.9905200000000001,11.4,6
2820,0.325,1.2,0.152,120.0,0.9931200000000001,9.2,5
2821,0.4,6.2,0.055999999999999994,241.0,0.9968,9.9,5
2822,0.2,9.2,0.044000000000000004,150.0,0.9950200000000001,10.5,5
2823,0.27,5.0,0.04,56.0,0.9908399999999999,12.4,6
2824,0.26,6.3,0.047,172.0,0.9957299999999999,9.5,6
2825,0.25,3.3,0.048,161.0,0.99256,10.5,6
2826,0.22,8.0,0.053,196.0,0.9959,9.1,6
2827,0.14,1.2,0.034,138.0,0.9908399999999999,11.5,7
2828,0.14,1.2,0.034,138.0,0.9908399999999999,11.5,7
2829,0.26,16.2,0.044000000000000004,170.0,0.99644,11.2,5
2830,0.22,11.6,0.05,140.0,0.99526,10.8,5
2831,0.45,7.2,0.064,186.0,0.9954,9.4,5
2832,0.17,1.1,0.031,73.0,0.99095,11.0,6
2833,0.44,3.4,0.048,112.0,0.9918799999999999,11.3,7
2834,0.15,1.4,0.040999999999999995,117.0,0.9909,11.2,6
2835,0.25,3.3,0.048,161.0,0.99256,10.5,6
2836,0.22,8.0,0.053,196.0,0.9959,9.1,6
2837,0.26,9.3,0.05,154.0,0.9958100000000001,10.4,6
2838,0.15,2.3,0.033,82.0,0.9913200000000001,11.2,7
2839,0.22,0.9,0.034,89.0,0.98936,11.1,7
2840,0.37,3.5,0.036000000000000004,92.0,0.99136,11.2,6
2841,0.375,1.7,0.036000000000000004,98.0,0.9914200000000001,10.5,6
2842,0.2,1.3,0.047,92.0,0.9923200000000001,10.0,6
2843,0.22,1.3,0.046,90.0,0.9923200000000001,10.0,6
2844,0.22,5.6,0.049,97.0,0.993,10.9,5
2845,0.22,7.4,0.027999999999999997,87.0,0.99311,10.9,7
2846,0.15,2.3,0.033,82.0,0.9913200000000001,11.2,7
2847,0.2,1.0,0.035,86.0,0.98993,11.7,5
2848,0.31,1.5,0.033,144.0,0.99208,10.0,5
2849,0.43,10.0,0.16899999999999998,210.0,0.9977600000000001,9.5,5
2850,0.24,14.9,0.053,136.0,0.99839,9.0,5
2851,0.23,9.3,0.052000000000000005,86.0,0.99574,10.0,5
2852,0.2,1.0,0.040999999999999995,154.0,0.99093,11.9,5
2853,0.16,1.0,0.027999999999999997,101.0,0.99156,10.6,6
2854,0.21,5.9,0.047,101.0,0.9927799999999999,11.0,6
2855,0.33,5.0,0.027000000000000003,143.0,0.9924,11.2,7
2856,0.18,1.25,0.034,129.0,0.9898399999999999,12.0,7
2857,0.29,3.9,0.027000000000000003,96.0,0.99035,12.6,8
2858,0.33,5.0,0.027000000000000003,143.0,0.9924,11.2,7
2859,0.21,0.8,0.034,113.0,0.99165,10.5,6
2860,0.21,1.0,0.037000000000000005,144.0,0.9923,10.2,6
2861,0.21,5.9,0.047,101.0,0.9927799999999999,11.0,6
2862,0.11,1.6,0.027999999999999997,90.0,0.99008,12.2,6
2863,0.15,1.3,0.036000000000000004,76.0,0.98964,12.3,6
2864,0.16,1.0,0.027999999999999997,101.0,0.99156,10.6,6
2865,0.19,1.1,0.032,115.0,0.9909,10.4,6
2866,0.18,1.25,0.034,129.0,0.9898399999999999,12.0,7
2867,0.48,1.4,0.021,121.0,0.9889,12.7,7
2868,0.23,1.2,0.018000000000000002,128.0,0.9917799999999999,10.6,5
2869,0.17,5.0,0.027999999999999997,108.0,0.9907600000000001,12.3,6
2870,0.48,1.4,0.021,121.0,0.9889,12.7,7
2871,0.15,1.7,0.037000000000000005,84.0,0.99046,11.4,6
2872,0.17,1.8,0.028999999999999998,161.0,0.9899899999999999,12.0,7
2873,0.21,1.6,0.045,95.0,0.98946,12.4,8
2874,0.23,1.5,0.03,121.0,0.9897600000000001,12.1,7
2875,0.15,1.7,0.037000000000000005,84.0,0.99046,11.4,6
2876,0.22,13.9,0.04,135.0,0.99672,10.7,5
2877,0.15,5.9,0.045,162.0,0.99482,9.3,5
2878,0.32,2.1,0.027000000000000003,138.0,0.98945,12.7,6
2879,0.37,1.1,0.028999999999999998,88.0,0.9888299999999999,11.7,6
2880,0.25,6.7,0.039,64.0,0.9936200000000001,10.7,5
2881,0.21,2.7,0.033,94.0,0.99075,11.8,7
2882,0.24,6.7,0.039,125.0,0.99436,9.9,5
2883,0.475,3.95,0.047,81.0,0.98988,13.4,7
2884,0.28,7.75,0.032,114.0,0.9915799999999999,12.8,7
2885,0.4,10.6,0.033,87.0,0.99265,12.8,6
2886,0.41,1.6,0.042,101.0,0.99195,10.5,5
2887,0.2,2.5,0.032,84.0,0.9916799999999999,11.5,5
2888,0.22,0.7,0.04,25.0,0.9918,10.5,4
2889,0.36,11.1,0.032,132.0,0.99313,13.0,6
2890,0.285,5.15,0.035,138.0,0.9895,12.4,8
2891,0.2,4.7,0.040999999999999995,148.0,0.9932,10.2,6
2892,0.42,9.7,0.054000000000000006,234.0,0.9984799999999999,9.0,5
2893,0.16,1.7,0.038,153.0,0.9909,12.0,7
2894,0.125,1.4,0.044000000000000004,68.0,0.9901399999999999,11.7,7
2895,0.44,2.0,0.054000000000000006,180.0,0.9952,10.0,5
2896,0.31,7.5,0.055,218.0,0.9965200000000001,10.3,5
2897,0.42,9.7,0.054000000000000006,234.0,0.9984799999999999,9.0,5
2898,0.18,0.8,0.032,78.0,0.9910399999999999,11.1,5
2899,0.21,13.1,0.05,150.0,0.99772,9.0,5
2900,0.16,1.1,0.031,97.0,0.9922,10.5,6
2901,0.22,2.2,0.027999999999999997,92.0,0.9907600000000001,11.9,7
2902,0.36,8.9,0.036000000000000004,155.0,0.9962200000000001,9.4,5
2903,0.21,1.1,0.035,81.0,0.9902,11.4,6
2904,0.25,0.9,0.034,114.0,0.9911399999999999,10.8,7
2905,0.31,1.7,0.073,157.0,0.9938,9.8,5
2906,0.26,6.9,0.047,183.0,0.9959399999999999,9.3,5
2907,0.21,1.1,0.035,81.0,0.9902,11.4,6
2908,0.2,1.0,0.031,73.0,0.99035,11.3,6
2909,0.18,1.0,0.031,73.0,0.9903200000000001,11.3,6
2910,0.37,7.6,0.031,170.0,0.9955799999999999,9.5,5
2911,0.36,8.9,0.036000000000000004,155.0,0.9962200000000001,9.4,5
2912,0.22,2.2,0.027999999999999997,92.0,0.9907600000000001,11.9,7
2913,0.18,1.2,0.046,199.0,0.99413,9.3,5
2914,0.14,1.0,0.040999999999999995,81.0,0.9904299999999999,11.4,6
2915,0.14,1.0,0.040999999999999995,81.0,0.9904299999999999,11.4,6
2916,0.44,3.1,0.053,128.0,0.98982,12.7,6
2917,0.36,1.95,0.033,118.0,0.98934,13.5,7
2918,0.28,2.2,0.019,65.0,0.9902,11.2,6
2919,0.16,8.75,0.038,118.0,0.99449,10.7,5
2920,0.28,11.9,0.032,92.0,0.99629,10.8,4
2921,0.39,2.7,0.054000000000000006,202.0,0.9948,10.5,6
2922,0.44,5.45,0.013999999999999999,137.0,0.9898399999999999,13.0,8
2923,0.22,6.3,0.028999999999999998,131.0,0.99326,10.8,6
2924,0.22,14.4,0.046,118.0,0.99834,9.1,6
2925,0.25,7.8,0.038,196.0,0.99555,10.1,5
2926,0.155,1.6,0.027999999999999997,59.0,0.98975,11.9,8
2927,0.31,9.1,0.036000000000000004,140.0,0.99216,12.0,7
2928,0.31,9.1,0.036000000000000004,140.0,0.99216,12.0,7
2929,0.22,14.4,0.046,118.0,0.99834,9.1,6
2930,0.21,1.3,0.040999999999999995,147.0,0.9901,11.6,8
2931,0.155,1.6,0.027999999999999997,59.0,0.98975,11.9,8
2932,0.25,11.3,0.038,192.0,0.9957299999999999,10.2,6
2933,0.22,6.3,0.028999999999999998,131.0,0.99326,10.8,6
2934,0.21,0.7,0.027999999999999997,66.0,0.99215,9.8,5
2935,0.27,1.25,0.023,89.0,0.98993,11.4,4
2936,0.17,0.7,0.03,68.0,0.99218,9.8,5
2937,0.25,7.8,0.038,196.0,0.99555,10.1,5
2938,0.12,10.3,0.039,98.0,0.99564,9.8,8
2939,0.12,10.3,0.039,98.0,0.99564,9.8,8
2940,0.29,7.8,0.036000000000000004,128.0,0.99397,10.7,6
2941,0.3,8.7,0.022000000000000002,111.0,0.9957600000000001,10.6,5
2942,0.26,8.3,0.037000000000000005,173.0,0.9960100000000001,9.3,5
2943,0.12,10.3,0.039,98.0,0.99564,9.8,8
2944,0.29,7.8,0.036000000000000004,128.0,0.99397,10.7,6
2945,0.33,1.2,0.016,150.0,0.98713,14.0,8
2946,0.29,8.3,0.026000000000000002,107.0,0.99308,11.0,6
2947,0.29,8.3,0.026000000000000002,107.0,0.99308,11.0,6
2948,0.26,6.2,0.049,182.0,0.99582,9.4,6
2949,0.28,5.0,0.078,139.0,0.9949399999999999,9.0,6
2950,0.28,1.8,0.042,108.0,0.9929,9.0,5
2951,0.2,1.6,0.044000000000000004,101.0,0.99471,10.0,5
2952,0.27,1.8,0.040999999999999995,109.0,0.9929,9.0,5
2953,0.28,1.8,0.042,108.0,0.9929,9.0,5
2954,0.29,2.9,0.036000000000000004,79.0,0.9903700000000001,12.4,7
2955,0.35,6.0,0.042,123.0,0.9930399999999999,11.3,5
2956,0.12,0.9,0.034,86.0,0.99026,12.0,6
2957,0.12,1.1,0.031,94.0,0.9898600000000001,11.7,6
2958,0.2,1.6,0.044000000000000004,101.0,0.99471,10.0,5
2959,0.4,5.45,0.016,90.0,0.98951,13.2,7
2960,0.11,14.05,0.04,114.0,0.99634,11.0,7
2961,0.23,8.0,0.03,114.0,0.9936799999999999,11.0,6
2962,0.38,13.1,0.11199999999999999,94.0,0.99792,9.2,5
2963,0.38,4.9,0.021,113.0,0.99026,13.0,7
2964,0.19,1.3,0.044000000000000004,128.0,0.9936200000000001,10.6,5
2965,0.34,2.2,0.021,119.0,0.98919,13.0,8
2966,0.23,14.9,0.051,118.0,0.99835,9.0,6
2967,0.23,14.9,0.051,118.0,0.99835,9.0,6
2968,0.31,0.95,0.021,148.0,0.9903799999999999,11.5,5
2969,0.2,1.4,0.025,76.0,0.9910399999999999,11.0,6
2970,0.31,0.95,0.021,148.0,0.9903799999999999,11.5,5
2971,0.26,1.7,0.05,112.0,0.9928600000000001,9.9,5
2972,0.22,5.6,0.039,128.0,0.9929600000000001,10.4,6
2973,0.23,14.9,0.051,118.0,0.99835,9.0,6
2974,0.19,7.1,0.055999999999999994,110.0,0.9954,9.9,6
2975,0.14,1.2,0.045,162.0,0.9914,11.0,6
2976,0.32,9.6,0.026000000000000002,124.0,0.9928600000000001,12.1,6
2977,0.23,11.4,0.044000000000000004,131.0,0.9960399999999999,9.7,6
2978,0.23,11.4,0.044000000000000004,131.0,0.9960399999999999,9.7,6
2979,0.36,7.9,0.034,123.0,0.99119,12.2,7
2980,0.38,5.0,0.016,113.0,0.9900700000000001,12.4,7
2981,0.23,11.1,0.033,97.0,0.9950700000000001,10.5,7
2982,0.2,8.0,0.05,213.0,0.9959600000000001,10.4,6
2983,0.26,3.8,0.028999999999999998,180.0,0.99011,12.0,6
2984,0.3,10.55,0.037000000000000005,28.0,0.9918399999999999,12.7,6
2985,0.18,10.2,0.039,115.0,0.99469,10.9,7
2986,0.18,10.2,0.039,115.0,0.99469,10.9,7
2987,0.18,9.8,0.039,113.0,0.99406,10.9,7
2988,0.19,6.3,0.034,103.0,0.99305,11.4,7
2989,0.16,1.1,0.036000000000000004,184.0,0.9909600000000001,11.0,6
2990,0.27,4.5,0.032,178.0,0.98956,12.6,7
2991,0.37,6.3,0.034,152.0,0.9921,11.6,7
2992,0.2,10.9,0.038,130.0,0.9949600000000001,10.5,7
2993,0.18,9.8,0.039,113.0,0.99406,10.9,7
2994,0.18,9.8,0.039,113.0,0.99406,10.9,7
2995,0.28,0.8,0.037000000000000005,119.0,0.9888,12.5,6
2996,0.35,0.8,0.034,111.0,0.9894200000000001,12.1,8
2997,0.25,1.2,0.035,158.0,0.99082,11.3,6
2998,0.32,1.3,0.025,112.0,0.9880200000000001,13.3,7
2999,0.18,9.8,0.039,113.0,0.99406,10.9,7
3000,0.18,10.2,0.039,115.0,0.99469,10.9,7
3001,0.2,10.9,0.038,130.0,0.9949600000000001,10.5,7
3002,0.37,6.3,0.034,152.0,0.9921,11.6,7
3003,0.19,6.3,0.034,103.0,0.99305,11.4,7
3004,0.18,1.2,0.034,111.0,0.99074,11.0,6
3005,0.3,0.9,0.037000000000000005,156.0,0.9896799999999999,12.1,6
3006,0.16,1.1,0.036000000000000004,184.0,0.9909600000000001,11.0,6
3007,0.27,4.5,0.032,178.0,0.98956,12.6,7
3008,0.3,3.7,0.03,173.0,0.9887,13.0,7
3009,0.2,18.1,0.054000000000000006,221.0,0.99941,8.8,6
3010,0.25,1.35,0.061,218.0,0.9938799999999999,9.5,5
3011,0.22,5.5,0.028999999999999998,105.0,0.99206,11.8,6
3012,0.25,3.1,0.026000000000000002,93.0,0.99035,12.2,6
3013,0.13,12.85,0.042,105.0,0.9958100000000001,10.7,6
3014,0.45,19.8,0.04,67.0,0.9976,11.0,6
3015,0.32,8.25,0.02,104.0,0.9936200000000001,11.4,6
3016,0.13,12.85,0.042,105.0,0.9958100000000001,10.7,6
3017,0.34,3.8,0.035,135.0,0.99016,12.0,6
3018,0.22,6.9,0.037000000000000005,121.0,0.9917600000000001,11.9,8
3019,0.32,8.25,0.02,104.0,0.9936200000000001,11.4,6
3020,0.32,11.7,0.028999999999999998,46.0,0.99439,11.8,6
3021,0.27,4.6,0.046,88.0,0.9945799999999999,10.6,4
3022,0.74,4.0,0.05,133.0,0.99418,9.7,5
3023,0.45,19.8,0.04,67.0,0.9976,11.0,6
3024,0.13,12.85,0.042,105.0,0.9958100000000001,10.7,6
3025,0.22,1.2,0.045,152.0,0.9917799999999999,11.0,7
3026,0.22,8.9,0.024,118.0,0.99456,10.5,6
3027,0.32,11.7,0.035,150.0,0.9957799999999999,10.4,5
3028,0.18,6.2,0.05,138.0,0.99546,10.5,6
3029,0.47,14.8,0.024,142.0,0.99518,12.0,8
3030,0.47,14.8,0.024,142.0,0.99518,12.0,8
3031,0.19,10.8,0.042,124.0,0.99646,9.2,6
3032,0.14,1.6,0.036000000000000004,92.0,0.99264,10.9,5
3033,0.24,8.3,0.045,185.0,0.9957799999999999,9.5,6
3034,0.25,8.4,0.042,156.0,0.9960399999999999,9.4,6
3035,0.24,2.5,0.026000000000000002,85.0,0.9901399999999999,11.3,7
3036,0.29,3.5,0.054000000000000006,189.0,0.9948899999999999,10.4,5
3037,0.33,17.2,0.037000000000000005,170.0,0.99884,9.4,6
3038,0.23,2.1,0.027000000000000003,104.0,0.99054,11.3,6
3039,0.27,12.2,0.044000000000000004,196.0,0.99782,8.8,6
3040,0.2,11.8,0.045,130.0,0.99519,10.8,5
3041,0.33,16.8,0.037000000000000005,173.0,0.99882,9.4,6
3042,0.33,17.2,0.037000000000000005,170.0,0.99884,9.4,6
3043,0.21,1.1,0.154,114.0,0.9931,9.2,6
3044,0.27,14.7,0.044000000000000004,144.0,0.99666,10.3,6
3045,0.12,5.5,0.034,99.0,0.99324,9.9,6
3046,0.24,6.1,0.027000000000000003,112.0,0.9908600000000001,12.4,6
3047,0.18,1.2,0.040999999999999995,167.0,0.9908,11.9,5
3048,0.17,1.3,0.023,132.0,0.99067,11.7,6
3049,0.33,8.7,0.126,199.0,0.99711,9.4,5
3050,0.255,1.7,0.039,272.0,0.9945200000000001,9.6,4
3051,0.33,8.7,0.126,199.0,0.99711,9.4,5
3052,0.2,10.2,0.043,175.0,0.9945,10.4,7
3053,0.17,4.5,0.042,102.0,0.9942700000000001,9.5,5
3054,0.15,5.9,0.036000000000000004,73.0,0.9915200000000001,11.9,6
3055,0.25,1.7,0.024,116.0,0.98935,12.5,6
3056,0.28,1.4,0.016,55.0,0.9887600000000001,13.4,5
3057,0.27,5.4,0.026000000000000002,114.0,0.99174,12.7,5
3058,0.25,7.9,0.045,208.0,0.99572,9.1,5
3059,0.19,1.1,0.026000000000000002,58.0,0.9918399999999999,10.5,6
3060,0.25,7.0,0.046,176.0,0.99454,10.4,5
3061,0.25,7.0,0.046,176.0,0.99454,10.4,5
3062,0.28,7.6,0.03,110.0,0.99164,12.5,8
3063,0.25,7.0,0.046,176.0,0.99454,10.4,5
3064,0.21,12.3,0.038,183.0,0.9977799999999999,9.0,5
3065,0.15,15.3,0.045,120.0,0.9975,9.8,6
3066,0.21,12.3,0.038,183.0,0.9977799999999999,9.0,5
3067,0.28,1.2,0.033,142.0,0.99205,10.7,4
3068,0.18,2.3,0.033,111.0,0.98962,12.4,6
3069,0.53,6.1,0.028999999999999998,76.0,0.99118,12.5,8
3070,0.28,7.6,0.03,110.0,0.99164,12.5,8
3071,0.36,10.2,0.027999999999999997,82.0,0.99274,12.1,7
3072,0.25,4.1,0.040999999999999995,163.0,0.9918399999999999,11.3,6
3073,0.24,2.9,0.039,122.0,0.9905200000000001,12.0,5
3074,0.25,8.5,0.042,141.0,0.99546,10.4,5
3075,0.15,1.5,0.042,87.0,0.98972,12.2,7
3076,0.28,3.1,0.039,115.0,0.9942,8.6,5
3077,0.25,7.9,0.045,208.0,0.99572,9.1,5
3078,0.28,3.5,0.027999999999999997,91.0,0.9902200000000001,12.1,5
3079,0.35,4.9,0.032,125.0,0.9925299999999999,12.0,5
3080,0.19,1.1,0.026000000000000002,58.0,0.9918399999999999,10.5,6
3081,0.25,7.0,0.046,176.0,0.99454,10.4,5
3082,0.35,1.2,0.028999999999999998,102.0,0.9903,11.9,6
3083,0.31,4.5,0.024,94.0,0.98906,13.7,7
3084,0.17,2.6,0.03,78.0,0.99146,11.3,6
3085,0.23,9.9,0.036000000000000004,88.0,0.9951,10.5,6
3086,0.31,4.5,0.024,94.0,0.98906,13.7,7
3087,0.2,9.5,0.040999999999999995,201.0,0.995,10.1,3
3088,0.37,1.5,0.024,76.0,0.9887600000000001,12.3,6
3089,0.36,3.2,0.031,89.0,0.98956,12.0,7
3090,0.17,2.6,0.03,78.0,0.99146,11.3,6
3091,0.28,11.2,0.04,183.0,0.99592,9.5,6
3092,0.27,3.2,0.043,152.0,0.99129,11.4,6
3093,0.25,2.3,0.045,118.0,0.99064,11.9,7
3094,0.24,4.9,0.032,18.0,0.9936799999999999,10.0,6
3095,0.24,4.9,0.032,18.0,0.9936799999999999,10.0,6
3096,0.13,1.4,0.034,102.0,0.99121,11.3,7
3097,0.78,1.5,0.045,133.0,0.9910399999999999,11.7,5
3098,0.33,6.7,0.022000000000000002,129.0,0.99221,11.0,7
3099,0.34,2.1,0.033,111.0,0.98924,12.2,7
3100,0.14,4.3,0.027999999999999997,124.0,0.9917600000000001,10.7,7
3101,0.26,10.9,0.038,84.0,0.9943200000000001,10.9,6
3102,0.29,7.0,0.04,113.0,0.99366,10.2,6
3103,0.25,2.3,0.045,118.0,0.99064,11.9,7
3104,0.21,2.5,0.047,130.0,0.9917799999999999,11.1,5
3105,0.26,2.6,0.045,159.0,0.99126,11.2,6
3106,0.27,3.2,0.043,152.0,0.99129,11.4,6
3107,0.25,2.5,0.047,169.0,0.9925200000000001,10.6,6
3108,0.35,14.7,0.047,151.0,0.9970899999999999,10.3,5
3109,0.3,4.5,0.054000000000000006,203.0,0.99513,10.4,4
